Dataset,Category,Image_Name,Object,BBox_Width,BBox_Height,Image_Width,Image_Height
AIR-SARShip-2.0,ship,157.tiff,157_ship_2,70,292,1000,1000
AIR-SARShip-2.0,ship,157.tiff,157_ship_3,91,305,1000,1000
AIR-SARShip-2.0,ship,157.tiff,157_ship_4,87,271,1000,1000
AIR-SARShip-2.0,ship,157.tiff,157_ship_5,85,277,1000,1000
AIR-SARShip-2.0,ship,157.tiff,157_ship_6,95,245,1000,1000
AIR-SARShip-2.0,ship,158.tiff,158_ship_1,87,270,1000,1000
AIR-SARShip-2.0,ship,158.tiff,158_ship_2,108,298,1000,1000
AIR-SARShip-2.0,ship,158.tiff,158_ship_3,93,267,1000,1000
AIR-SARShip-2.0,ship,158.tiff,158_ship_4,71,332,1000,1000
AIR-SARShip-2.0,ship,158.tiff,158_ship_5,95,315,1000,1000
AIR-SARShip-2.0,ship,158.tiff,158_ship_6,70,184,1000,1000
AIR-SARShip-2.0,ship,158.tiff,158_ship_7,70,159,1000,1000
AIR-SARShip-2.0,ship,158.tiff,158_ship_8,93,279,1000,1000
AIR-SARShip-2.0,ship,158.tiff,158_ship_9,85,295,1000,1000
AIR-SARShip-2.0,ship,158.tiff,158_ship_10,61,171,1000,1000
AIR-SARShip-2.0,ship,158.tiff,158_ship_11,87,163,1000,1000
AIR-SARShip-2.0,ship,158.tiff,158_ship_12,99,404,1000,1000
AIR-SARShip-2.0,ship,159.tiff,159_ship_1,91,282,1000,1000
AIR-SARShip-2.0,ship,159.tiff,159_ship_2,87,204,1000,1000
AIR-SARShip-2.0,ship,159.tiff,159_ship_3,102,362,1000,1000
AIR-SARShip-2.0,ship,159.tiff,159_ship_4,121,339,1000,1000
AIR-SARShip-2.0,ship,159.tiff,159_ship_5,108,343,1000,1000
AIR-SARShip-2.0,ship,159.tiff,159_ship_6,87,276,1000,1000
AIR-SARShip-2.0,ship,159.tiff,159_ship_7,93,230,1000,1000
AIR-SARShip-2.0,ship,159.tiff,159_ship_8,106,360,1000,1000
AIR-SARShip-2.0,ship,16.tiff,16_ship_1,62,47,1000,1000
AIR-SARShip-2.0,ship,16.tiff,16_ship_2,44,35,1000,1000
AIR-SARShip-2.0,ship,16.tiff,16_ship_3,25,32,1000,1000
AIR-SARShip-2.0,ship,160.tiff,160_ship_1,86,226,1000,1000
AIR-SARShip-2.0,ship,160.tiff,160_ship_2,91,270,1000,1000
AIR-SARShip-2.0,ship,161.tiff,161_ship_1,167,61,1000,1000
AIR-SARShip-2.0,ship,161.tiff,161_ship_2,150,83,1000,1000
AIR-SARShip-2.0,ship,161.tiff,161_ship_3,157,79,1000,1000
AIR-SARShip-2.0,ship,161.tiff,161_ship_4,168,49,1000,1000
AIR-SARShip-2.0,ship,162.tiff,162_ship_1,167,54,1000,1000
AIR-SARShip-2.0,ship,162.tiff,162_ship_2,150,79,1000,1000
AIR-SARShip-2.0,ship,162.tiff,162_ship_3,157,79,1000,1000
AIR-SARShip-2.0,ship,162.tiff,162_ship_4,168,49,1000,1000
AIR-SARShip-2.0,ship,162.tiff,162_ship_5,214,30,1000,1000
AIR-SARShip-2.0,ship,162.tiff,162_ship_6,247,41,1000,1000
AIR-SARShip-2.0,ship,162.tiff,162_ship_7,263,47,1000,1000
AIR-SARShip-2.0,ship,162.tiff,162_ship_8,244,69,1000,1000
AIR-SARShip-2.0,ship,163.tiff,163_ship_1,91,332,1000,1000
AIR-SARShip-2.0,ship,163.tiff,163_ship_2,132,280,1000,1000
AIR-SARShip-2.0,ship,163.tiff,163_ship_3,99,404,1000,1000
AIR-SARShip-2.0,ship,164.tiff,164_ship_1,106,360,1000,1000
AIR-SARShip-2.0,ship,164.tiff,164_ship_2,102,337,1000,1000
AIR-SARShip-2.0,ship,164.tiff,164_ship_3,121,318,1000,1000
AIR-SARShip-2.0,ship,164.tiff,164_ship_4,121,328,1000,1000
AIR-SARShip-2.0,ship,164.tiff,164_ship_5,102,288,1000,1000
AIR-SARShip-2.0,ship,164.tiff,164_ship_6,132,202,1000,1000
AIR-SARShip-2.0,ship,164.tiff,164_ship_7,116,311,1000,1000
AIR-SARShip-2.0,ship,165.tiff,165_ship_1,101,54,1000,1000
AIR-SARShip-2.0,ship,165.tiff,165_ship_2,188,41,1000,1000
AIR-SARShip-2.0,ship,165.tiff,165_ship_3,178,47,1000,1000
AIR-SARShip-2.0,ship,165.tiff,165_ship_4,155,69,1000,1000
AIR-SARShip-2.0,ship,166.tiff,166_ship_1,75,189,1000,1000
AIR-SARShip-2.0,ship,166.tiff,166_ship_2,164,44,1000,1000
AIR-SARShip-2.0,ship,166.tiff,166_ship_3,222,69,1000,1000
AIR-SARShip-2.0,ship,166.tiff,166_ship_4,150,37,1000,1000
AIR-SARShip-2.0,ship,167.tiff,167_ship_1,75,123,1000,1000
AIR-SARShip-2.0,ship,167.tiff,167_ship_2,222,69,1000,1000
AIR-SARShip-2.0,ship,168.tiff,168_ship_1,116,112,1000,1000
AIR-SARShip-2.0,ship,168.tiff,168_ship_2,125,85,1000,1000
AIR-SARShip-2.0,ship,168.tiff,168_ship_3,99,86,1000,1000
AIR-SARShip-2.0,ship,168.tiff,168_ship_4,85,39,1000,1000
AIR-SARShip-2.0,ship,168.tiff,168_ship_5,59,55,1000,1000
AIR-SARShip-2.0,ship,168.tiff,168_ship_6,45,45,1000,1000
AIR-SARShip-2.0,ship,168.tiff,168_ship_7,74,54,1000,1000
AIR-SARShip-2.0,ship,168.tiff,168_ship_8,64,35,1000,1000
AIR-SARShip-2.0,ship,168.tiff,168_ship_9,66,43,1000,1000
AIR-SARShip-2.0,ship,169.tiff,169_ship_1,128,53,1000,1000
AIR-SARShip-2.0,ship,169.tiff,169_ship_2,142,49,1000,1000
AIR-SARShip-2.0,ship,169.tiff,169_ship_3,111,57,1000,1000
AIR-SARShip-2.0,ship,169.tiff,169_ship_4,74,54,1000,1000
AIR-SARShip-2.0,ship,169.tiff,169_ship_5,75,35,1000,1000
AIR-SARShip-2.0,ship,169.tiff,169_ship_6,72,43,1000,1000
AIR-SARShip-2.0,ship,17.tiff,17_ship_1,44,35,1000,1000
AIR-SARShip-2.0,ship,17.tiff,17_ship_2,25,42,1000,1000
AIR-SARShip-2.0,ship,17.tiff,17_ship_3,67,72,1000,1000
AIR-SARShip-2.0,ship,17.tiff,17_ship_4,83,67,1000,1000
AIR-SARShip-2.0,ship,170.tiff,170_ship_1,134,53,1000,1000
AIR-SARShip-2.0,ship,170.tiff,170_ship_2,144,69,1000,1000
AIR-SARShip-2.0,ship,170.tiff,170_ship_3,140,63,1000,1000
AIR-SARShip-2.0,ship,171.tiff,171_ship_1,134,53,1000,1000
AIR-SARShip-2.0,ship,171.tiff,171_ship_2,84,186,1000,1000
AIR-SARShip-2.0,ship,171.tiff,171_ship_3,214,69,1000,1000
AIR-SARShip-2.0,ship,171.tiff,171_ship_4,83,141,1000,1000
AIR-SARShip-2.0,ship,171.tiff,171_ship_5,144,69,1000,1000
AIR-SARShip-2.0,ship,171.tiff,171_ship_6,140,63,1000,1000
AIR-SARShip-2.0,ship,172.tiff,172_ship_1,83,263,1000,1000
AIR-SARShip-2.0,ship,172.tiff,172_ship_2,86,295,1000,1000
AIR-SARShip-2.0,ship,172.tiff,172_ship_3,90,234,1000,1000
AIR-SARShip-2.0,ship,172.tiff,172_ship_4,89,281,1000,1000
AIR-SARShip-2.0,ship,172.tiff,172_ship_5,88,254,1000,1000
AIR-SARShip-2.0,ship,172.tiff,172_ship_6,116,151,1000,1000
AIR-SARShip-2.0,ship,172.tiff,172_ship_7,120,292,1000,1000
AIR-SARShip-2.0,ship,172.tiff,172_ship_8,130,108,1000,1000
AIR-SARShip-2.0,ship,173.tiff,173_ship_1,120,272,1000,1000
AIR-SARShip-2.0,ship,173.tiff,173_ship_2,249,61,1000,1000
AIR-SARShip-2.0,ship,173.tiff,173_ship_3,85,216,1000,1000
AIR-SARShip-2.0,ship,173.tiff,173_ship_4,73,114,1000,1000
AIR-SARShip-2.0,ship,173.tiff,173_ship_5,97,114,1000,1000
AIR-SARShip-2.0,ship,173.tiff,173_ship_6,122,144,1000,1000
AIR-SARShip-2.0,ship,173.tiff,173_ship_7,115,124,1000,1000
AIR-SARShip-2.0,ship,173.tiff,173_ship_8,103,259,1000,1000
AIR-SARShip-2.0,ship,173.tiff,173_ship_9,99,103,1000,1000
AIR-SARShip-2.0,ship,173.tiff,173_ship_10,96,116,1000,1000
AIR-SARShip-2.0,ship,174.tiff,174_ship_1,103,283,1000,1000
AIR-SARShip-2.0,ship,174.tiff,174_ship_2,99,103,1000,1000
AIR-SARShip-2.0,ship,174.tiff,174_ship_3,119,181,1000,1000
AIR-SARShip-2.0,ship,174.tiff,174_ship_4,158,417,1000,1000
AIR-SARShip-2.0,ship,175.tiff,175_ship_1,55,176,1000,1000
AIR-SARShip-2.0,ship,175.tiff,175_ship_2,99,83,1000,1000
AIR-SARShip-2.0,ship,176.tiff,176_ship_1,77,179,1000,1000
AIR-SARShip-2.0,ship,176.tiff,176_ship_2,76,205,1000,1000
AIR-SARShip-2.0,ship,176.tiff,176_ship_3,145,53,1000,1000
AIR-SARShip-2.0,ship,176.tiff,176_ship_4,105,153,1000,1000
AIR-SARShip-2.0,ship,176.tiff,176_ship_5,106,102,1000,1000
AIR-SARShip-2.0,ship,176.tiff,176_ship_6,195,69,1000,1000
AIR-SARShip-2.0,ship,176.tiff,176_ship_7,157,63,1000,1000
AIR-SARShip-2.0,ship,176.tiff,176_ship_8,151,175,1000,1000
AIR-SARShip-2.0,ship,177.tiff,177_ship_1,145,53,1000,1000
AIR-SARShip-2.0,ship,177.tiff,177_ship_2,158,69,1000,1000
AIR-SARShip-2.0,ship,177.tiff,177_ship_3,146,91,1000,1000
AIR-SARShip-2.0,ship,177.tiff,177_ship_4,356,71,1000,1000
AIR-SARShip-2.0,ship,177.tiff,177_ship_5,195,69,1000,1000
AIR-SARShip-2.0,ship,177.tiff,177_ship_6,157,63,1000,1000
AIR-SARShip-2.0,ship,177.tiff,177_ship_7,248,79,1000,1000
AIR-SARShip-2.0,ship,177.tiff,177_ship_8,230,77,1000,1000
AIR-SARShip-2.0,ship,177.tiff,177_ship_9,151,87,1000,1000
AIR-SARShip-2.0,ship,177.tiff,177_ship_10,195,102,1000,1000
AIR-SARShip-2.0,ship,177.tiff,177_ship_11,234,53,1000,1000
AIR-SARShip-2.0,ship,177.tiff,177_ship_12,425,108,1000,1000
AIR-SARShip-2.0,ship,177.tiff,177_ship_13,224,69,1000,1000
AIR-SARShip-2.0,ship,177.tiff,177_ship_14,220,51,1000,1000
AIR-SARShip-2.0,ship,177.tiff,177_ship_15,265,57,1000,1000
AIR-SARShip-2.0,ship,178.tiff,178_ship_1,356,71,1000,1000
AIR-SARShip-2.0,ship,178.tiff,178_ship_2,265,57,1000,1000
AIR-SARShip-2.0,ship,178.tiff,178_ship_3,179,116,1000,1000
AIR-SARShip-2.0,ship,178.tiff,178_ship_4,338,71,1000,1000
AIR-SARShip-2.0,ship,178.tiff,178_ship_5,114,165,1000,1000
AIR-SARShip-2.0,ship,178.tiff,178_ship_6,130,73,1000,1000
AIR-SARShip-2.0,ship,178.tiff,178_ship_7,154,51,1000,1000
AIR-SARShip-2.0,ship,178.tiff,178_ship_8,139,38,1000,1000
AIR-SARShip-2.0,ship,178.tiff,178_ship_9,132,43,1000,1000
AIR-SARShip-2.0,ship,179.tiff,179_ship_1,209,116,1000,1000
AIR-SARShip-2.0,ship,179.tiff,179_ship_2,131,114,1000,1000
AIR-SARShip-2.0,ship,179.tiff,179_ship_3,54,114,1000,1000
AIR-SARShip-2.0,ship,179.tiff,179_ship_4,96,116,1000,1000
AIR-SARShip-2.0,ship,179.tiff,179_ship_5,73,94,1000,1000
AIR-SARShip-2.0,ship,18.tiff,18_ship_1,25,55,1000,1000
AIR-SARShip-2.0,ship,18.tiff,18_ship_2,67,72,1000,1000
AIR-SARShip-2.0,ship,18.tiff,18_ship_3,83,67,1000,1000
AIR-SARShip-2.0,ship,180.tiff,180_ship_1,73,149,1000,1000
AIR-SARShip-2.0,ship,180.tiff,180_ship_2,81,255,1000,1000
AIR-SARShip-2.0,ship,180.tiff,180_ship_3,108,294,1000,1000
AIR-SARShip-2.0,ship,180.tiff,180_ship_4,102,230,1000,1000
AIR-SARShip-2.0,ship,180.tiff,180_ship_5,111,224,1000,1000
AIR-SARShip-2.0,ship,181.tiff,181_ship_1,190,77,1000,1000
AIR-SARShip-2.0,ship,181.tiff,181_ship_2,177,68,1000,1000
AIR-SARShip-2.0,ship,181.tiff,181_ship_3,171,60,1000,1000
AIR-SARShip-2.0,ship,181.tiff,181_ship_4,140,77,1000,1000
AIR-SARShip-2.0,ship,181.tiff,181_ship_5,181,58,1000,1000
AIR-SARShip-2.0,ship,181.tiff,181_ship_6,146,48,1000,1000
AIR-SARShip-2.0,ship,181.tiff,181_ship_7,252,73,1000,1000
AIR-SARShip-2.0,ship,181.tiff,181_ship_8,158,66,1000,1000
AIR-SARShip-2.0,ship,182.tiff,182_ship_1,140,42,1000,1000
AIR-SARShip-2.0,ship,182.tiff,182_ship_2,181,58,1000,1000
AIR-SARShip-2.0,ship,182.tiff,182_ship_3,146,48,1000,1000
AIR-SARShip-2.0,ship,182.tiff,182_ship_4,252,112,1000,1000
AIR-SARShip-2.0,ship,182.tiff,182_ship_5,158,66,1000,1000
AIR-SARShip-2.0,ship,182.tiff,182_ship_6,201,44,1000,1000
AIR-SARShip-2.0,ship,182.tiff,182_ship_7,202,101,1000,1000
AIR-SARShip-2.0,ship,182.tiff,182_ship_8,249,99,1000,1000
AIR-SARShip-2.0,ship,182.tiff,182_ship_9,264,104,1000,1000
AIR-SARShip-2.0,ship,182.tiff,182_ship_10,237,101,1000,1000
AIR-SARShip-2.0,ship,182.tiff,182_ship_11,227,89,1000,1000
AIR-SARShip-2.0,ship,182.tiff,182_ship_12,219,111,1000,1000
AIR-SARShip-2.0,ship,183.tiff,183_ship_1,231,62,1000,1000
AIR-SARShip-2.0,ship,183.tiff,183_ship_2,142,58,1000,1000
AIR-SARShip-2.0,ship,183.tiff,183_ship_3,214,96,1000,1000
AIR-SARShip-2.0,ship,183.tiff,183_ship_4,177,81,1000,1000
AIR-SARShip-2.0,ship,183.tiff,183_ship_5,154,85,1000,1000
AIR-SARShip-2.0,ship,183.tiff,183_ship_6,183,91,1000,1000
AIR-SARShip-2.0,ship,183.tiff,183_ship_7,149,76,1000,1000
AIR-SARShip-2.0,ship,183.tiff,183_ship_8,186,57,1000,1000
AIR-SARShip-2.0,ship,183.tiff,183_ship_9,201,56,1000,1000
AIR-SARShip-2.0,ship,183.tiff,183_ship_10,93,64,1000,1000
AIR-SARShip-2.0,ship,183.tiff,183_ship_11,237,101,1000,1000
AIR-SARShip-2.0,ship,183.tiff,183_ship_12,219,104,1000,1000
AIR-SARShip-2.0,ship,184.tiff,184_ship_1,325,77,1000,1000
AIR-SARShip-2.0,ship,184.tiff,184_ship_2,264,68,1000,1000
AIR-SARShip-2.0,ship,184.tiff,184_ship_3,233,40,1000,1000
AIR-SARShip-2.0,ship,184.tiff,184_ship_4,318,60,1000,1000
AIR-SARShip-2.0,ship,184.tiff,184_ship_5,256,77,1000,1000
AIR-SARShip-2.0,ship,184.tiff,184_ship_6,291,58,1000,1000
AIR-SARShip-2.0,ship,184.tiff,184_ship_7,289,48,1000,1000
AIR-SARShip-2.0,ship,184.tiff,184_ship_8,337,73,1000,1000
AIR-SARShip-2.0,ship,184.tiff,184_ship_9,243,41,1000,1000
AIR-SARShip-2.0,ship,184.tiff,184_ship_10,298,54,1000,1000
AIR-SARShip-2.0,ship,184.tiff,184_ship_11,261,66,1000,1000
AIR-SARShip-2.0,ship,184.tiff,184_ship_12,288,54,1000,1000
AIR-SARShip-2.0,ship,184.tiff,184_ship_13,304,38,1000,1000
AIR-SARShip-2.0,ship,184.tiff,184_ship_14,282,52,1000,1000
AIR-SARShip-2.0,ship,184.tiff,184_ship_15,253,54,1000,1000
AIR-SARShip-2.0,ship,184.tiff,184_ship_16,106,18,1000,1000
AIR-SARShip-2.0,ship,185.tiff,185_ship_1,256,42,1000,1000
AIR-SARShip-2.0,ship,185.tiff,185_ship_2,291,58,1000,1000
AIR-SARShip-2.0,ship,185.tiff,185_ship_3,289,48,1000,1000
AIR-SARShip-2.0,ship,185.tiff,185_ship_4,337,112,1000,1000
AIR-SARShip-2.0,ship,185.tiff,185_ship_5,261,66,1000,1000
AIR-SARShip-2.0,ship,185.tiff,185_ship_6,217,44,1000,1000
AIR-SARShip-2.0,ship,185.tiff,185_ship_7,304,38,1000,1000
AIR-SARShip-2.0,ship,185.tiff,185_ship_8,253,54,1000,1000
AIR-SARShip-2.0,ship,185.tiff,185_ship_9,106,32,1000,1000
AIR-SARShip-2.0,ship,185.tiff,185_ship_10,326,101,1000,1000
AIR-SARShip-2.0,ship,185.tiff,185_ship_11,285,99,1000,1000
AIR-SARShip-2.0,ship,185.tiff,185_ship_12,338,72,1000,1000
AIR-SARShip-2.0,ship,185.tiff,185_ship_13,331,104,1000,1000
AIR-SARShip-2.0,ship,185.tiff,185_ship_14,433,101,1000,1000
AIR-SARShip-2.0,ship,185.tiff,185_ship_15,339,89,1000,1000
AIR-SARShip-2.0,ship,185.tiff,185_ship_16,391,111,1000,1000
AIR-SARShip-2.0,ship,186.tiff,186_ship_1,256,62,1000,1000
AIR-SARShip-2.0,ship,186.tiff,186_ship_2,250,58,1000,1000
AIR-SARShip-2.0,ship,186.tiff,186_ship_3,308,96,1000,1000
AIR-SARShip-2.0,ship,186.tiff,186_ship_4,297,81,1000,1000
AIR-SARShip-2.0,ship,186.tiff,186_ship_5,266,85,1000,1000
AIR-SARShip-2.0,ship,186.tiff,186_ship_6,316,91,1000,1000
AIR-SARShip-2.0,ship,186.tiff,186_ship_7,288,76,1000,1000
AIR-SARShip-2.0,ship,186.tiff,186_ship_8,186,57,1000,1000
AIR-SARShip-2.0,ship,186.tiff,186_ship_9,217,56,1000,1000
AIR-SARShip-2.0,ship,186.tiff,186_ship_10,168,64,1000,1000
AIR-SARShip-2.0,ship,186.tiff,186_ship_11,183,57,1000,1000
AIR-SARShip-2.0,ship,186.tiff,186_ship_12,225,40,1000,1000
AIR-SARShip-2.0,ship,186.tiff,186_ship_13,187,32,1000,1000
AIR-SARShip-2.0,ship,186.tiff,186_ship_14,207,34,1000,1000
AIR-SARShip-2.0,ship,186.tiff,186_ship_15,288,56,1000,1000
AIR-SARShip-2.0,ship,186.tiff,186_ship_16,205,43,1000,1000
AIR-SARShip-2.0,ship,186.tiff,186_ship_17,223,68,1000,1000
AIR-SARShip-2.0,ship,186.tiff,186_ship_18,433,101,1000,1000
AIR-SARShip-2.0,ship,186.tiff,186_ship_19,276,61,1000,1000
AIR-SARShip-2.0,ship,186.tiff,186_ship_20,267,47,1000,1000
AIR-SARShip-2.0,ship,186.tiff,186_ship_21,225,57,1000,1000
AIR-SARShip-2.0,ship,186.tiff,186_ship_22,391,104,1000,1000
AIR-SARShip-2.0,ship,187.tiff,187_ship_1,160,48,1000,1000
AIR-SARShip-2.0,ship,187.tiff,187_ship_2,205,43,1000,1000
AIR-SARShip-2.0,ship,187.tiff,187_ship_3,223,68,1000,1000
AIR-SARShip-2.0,ship,187.tiff,187_ship_4,276,33,1000,1000
AIR-SARShip-2.0,ship,188.tiff,188_ship_1,51,78,1000,1000
AIR-SARShip-2.0,ship,188.tiff,188_ship_2,85,56,1000,1000
AIR-SARShip-2.0,ship,189.tiff,189_ship_1,79,63,1000,1000
AIR-SARShip-2.0,ship,189.tiff,189_ship_2,104,99,1000,1000
AIR-SARShip-2.0,ship,189.tiff,189_ship_3,129,67,1000,1000
AIR-SARShip-2.0,ship,189.tiff,189_ship_4,85,83,1000,1000
AIR-SARShip-2.0,ship,189.tiff,189_ship_5,95,57,1000,1000
AIR-SARShip-2.0,ship,189.tiff,189_ship_6,81,62,1000,1000
AIR-SARShip-2.0,ship,189.tiff,189_ship_7,74,70,1000,1000
AIR-SARShip-2.0,ship,189.tiff,189_ship_8,69,84,1000,1000
AIR-SARShip-2.0,ship,19.tiff,19_ship_1,135,86,1000,1000
AIR-SARShip-2.0,ship,19.tiff,19_ship_2,81,90,1000,1000
AIR-SARShip-2.0,ship,19.tiff,19_ship_3,122,103,1000,1000
AIR-SARShip-2.0,ship,19.tiff,19_ship_4,134,80,1000,1000
AIR-SARShip-2.0,ship,19.tiff,19_ship_5,112,99,1000,1000
AIR-SARShip-2.0,ship,19.tiff,19_ship_6,67,106,1000,1000
AIR-SARShip-2.0,ship,190.tiff,190_ship_1,127,51,1000,1000
AIR-SARShip-2.0,ship,190.tiff,190_ship_2,86,62,1000,1000
AIR-SARShip-2.0,ship,190.tiff,190_ship_3,67,147,1000,1000
AIR-SARShip-2.0,ship,190.tiff,190_ship_4,60,90,1000,1000
AIR-SARShip-2.0,ship,190.tiff,190_ship_5,77,162,1000,1000
AIR-SARShip-2.0,ship,190.tiff,190_ship_6,79,63,1000,1000
AIR-SARShip-2.0,ship,191.tiff,191_ship_1,79,107,1000,1000
AIR-SARShip-2.0,ship,191.tiff,191_ship_2,62,80,1000,1000
AIR-SARShip-2.0,ship,191.tiff,191_ship_3,51,65,1000,1000
AIR-SARShip-2.0,ship,192.tiff,192_ship_1,65,114,1000,1000
AIR-SARShip-2.0,ship,192.tiff,192_ship_2,57,39,1000,1000
AIR-SARShip-2.0,ship,192.tiff,192_ship_3,55,39,1000,1000
AIR-SARShip-2.0,ship,192.tiff,192_ship_4,101,84,1000,1000
AIR-SARShip-2.0,ship,192.tiff,192_ship_5,110,90,1000,1000
AIR-SARShip-2.0,ship,192.tiff,192_ship_6,84,73,1000,1000
AIR-SARShip-2.0,ship,192.tiff,192_ship_7,79,70,1000,1000
AIR-SARShip-2.0,ship,192.tiff,192_ship_8,79,115,1000,1000
AIR-SARShip-2.0,ship,192.tiff,192_ship_9,62,80,1000,1000
AIR-SARShip-2.0,ship,192.tiff,192_ship_10,51,65,1000,1000
AIR-SARShip-2.0,ship,192.tiff,192_ship_11,81,62,1000,1000
AIR-SARShip-2.0,ship,192.tiff,192_ship_12,80,63,1000,1000
AIR-SARShip-2.0,ship,193.tiff,193_ship_1,106,53,1000,1000
AIR-SARShip-2.0,ship,193.tiff,193_ship_2,113,101,1000,1000
AIR-SARShip-2.0,ship,193.tiff,193_ship_3,195,51,1000,1000
AIR-SARShip-2.0,ship,194.tiff,194_ship_1,106,53,1000,1000
AIR-SARShip-2.0,ship,194.tiff,194_ship_2,113,101,1000,1000
AIR-SARShip-2.0,ship,194.tiff,194_ship_3,98,99,1000,1000
AIR-SARShip-2.0,ship,194.tiff,194_ship_4,94,76,1000,1000
AIR-SARShip-2.0,ship,195.tiff,195_ship_1,98,99,1000,1000
AIR-SARShip-2.0,ship,195.tiff,195_ship_2,94,140,1000,1000
AIR-SARShip-2.0,ship,195.tiff,195_ship_3,105,75,1000,1000
AIR-SARShip-2.0,ship,195.tiff,195_ship_4,134,62,1000,1000
AIR-SARShip-2.0,ship,196.tiff,196_ship_1,85,91,1000,1000
AIR-SARShip-2.0,ship,196.tiff,196_ship_2,60,90,1000,1000
AIR-SARShip-2.0,ship,196.tiff,196_ship_3,77,162,1000,1000
AIR-SARShip-2.0,ship,197.tiff,197_ship_1,76,114,1000,1000
AIR-SARShip-2.0,ship,197.tiff,197_ship_2,106,82,1000,1000
AIR-SARShip-2.0,ship,197.tiff,197_ship_3,62,68,1000,1000
AIR-SARShip-2.0,ship,197.tiff,197_ship_4,82,76,1000,1000
AIR-SARShip-2.0,ship,197.tiff,197_ship_5,79,115,1000,1000
AIR-SARShip-2.0,ship,198.tiff,198_ship_1,95,188,1000,1000
AIR-SARShip-2.0,ship,198.tiff,198_ship_2,97,209,1000,1000
AIR-SARShip-2.0,ship,198.tiff,198_ship_3,100,174,1000,1000
AIR-SARShip-2.0,ship,198.tiff,198_ship_4,135,43,1000,1000
AIR-SARShip-2.0,ship,198.tiff,198_ship_5,103,149,1000,1000
AIR-SARShip-2.0,ship,198.tiff,198_ship_6,93,176,1000,1000
AIR-SARShip-2.0,ship,199.tiff,199_ship_1,97,152,1000,1000
AIR-SARShip-2.0,ship,199.tiff,199_ship_2,149,52,1000,1000
AIR-SARShip-2.0,ship,199.tiff,199_ship_3,162,93,1000,1000
AIR-SARShip-2.0,ship,199.tiff,199_ship_4,183,73,1000,1000
AIR-SARShip-2.0,ship,199.tiff,199_ship_5,213,69,1000,1000
AIR-SARShip-2.0,ship,199.tiff,199_ship_6,200,72,1000,1000
AIR-SARShip-2.0,ship,199.tiff,199_ship_7,181,60,1000,1000
AIR-SARShip-2.0,ship,199.tiff,199_ship_8,217,121,1000,1000
AIR-SARShip-2.0,ship,199.tiff,199_ship_9,147,71,1000,1000
AIR-SARShip-2.0,ship,199.tiff,199_ship_10,176,112,1000,1000
AIR-SARShip-2.0,ship,199.tiff,199_ship_11,135,54,1000,1000
AIR-SARShip-2.0,ship,199.tiff,199_ship_12,171,72,1000,1000
AIR-SARShip-2.0,ship,199.tiff,199_ship_13,131,53,1000,1000
AIR-SARShip-2.0,ship,199.tiff,199_ship_14,109,53,1000,1000
AIR-SARShip-2.0,ship,199.tiff,199_ship_15,381,95,1000,1000
AIR-SARShip-2.0,ship,199.tiff,199_ship_16,181,51,1000,1000
AIR-SARShip-2.0,ship,199.tiff,199_ship_17,111,62,1000,1000
AIR-SARShip-2.0,ship,2.tiff,2_ship_1,40,27,1000,1000
AIR-SARShip-2.0,ship,2.tiff,2_ship_2,43,29,1000,1000
AIR-SARShip-2.0,ship,2.tiff,2_ship_3,58,36,1000,1000
AIR-SARShip-2.0,ship,2.tiff,2_ship_4,76,41,1000,1000
AIR-SARShip-2.0,ship,2.tiff,2_ship_5,51,26,1000,1000
AIR-SARShip-2.0,ship,2.tiff,2_ship_6,26,16,1000,1000
AIR-SARShip-2.0,ship,2.tiff,2_ship_7,28,19,1000,1000
AIR-SARShip-2.0,ship,20.tiff,20_ship_1,68,43,1000,1000
AIR-SARShip-2.0,ship,20.tiff,20_ship_2,135,153,1000,1000
AIR-SARShip-2.0,ship,200.tiff,200_ship_1,109,53,1000,1000
AIR-SARShip-2.0,ship,200.tiff,200_ship_2,381,105,1000,1000
AIR-SARShip-2.0,ship,200.tiff,200_ship_3,140,99,1000,1000
AIR-SARShip-2.0,ship,200.tiff,200_ship_4,266,89,1000,1000
AIR-SARShip-2.0,ship,200.tiff,200_ship_5,192,63,1000,1000
AIR-SARShip-2.0,ship,200.tiff,200_ship_6,147,70,1000,1000
AIR-SARShip-2.0,ship,200.tiff,200_ship_7,127,89,1000,1000
AIR-SARShip-2.0,ship,200.tiff,200_ship_8,157,128,1000,1000
AIR-SARShip-2.0,ship,200.tiff,200_ship_9,118,63,1000,1000
AIR-SARShip-2.0,ship,200.tiff,200_ship_10,133,69,1000,1000
AIR-SARShip-2.0,ship,200.tiff,200_ship_11,136,66,1000,1000
AIR-SARShip-2.0,ship,200.tiff,200_ship_12,111,58,1000,1000
AIR-SARShip-2.0,ship,200.tiff,200_ship_13,117,76,1000,1000
AIR-SARShip-2.0,ship,201.tiff,201_ship_1,266,89,1000,1000
AIR-SARShip-2.0,ship,201.tiff,201_ship_2,192,63,1000,1000
AIR-SARShip-2.0,ship,201.tiff,201_ship_3,177,57,1000,1000
AIR-SARShip-2.0,ship,201.tiff,201_ship_4,184,93,1000,1000
AIR-SARShip-2.0,ship,201.tiff,201_ship_5,104,79,1000,1000
AIR-SARShip-2.0,ship,201.tiff,201_ship_6,82,121,1000,1000
AIR-SARShip-2.0,ship,201.tiff,201_ship_7,97,113,1000,1000
